Ref.,Paradosis,Conjecture,Author,Year,Attested Place,Rem.
Phot. π 802,-νίαν,ἀλγηδόνα,Adamantios Korais,s.xviii/xix,Zpc Sud.,Eἰς μνήμην  ̓Aμάντου p. 295
Phot. π 1079,τεσσάρων,δʹ,Porson,1822,Sud. π 2026,
Phot. π 1079,προάρξ-,προάξαντες,Demetrius Chalcondyles,1499,Et.Gud.,
Phot. π 1157,-ριών,πρηγορεών,Schleusner,1810,zpc,Libell. p. 84
Phot. π 1234,πρωθῆβας/πρόθ-,πρωθήβας,Cobet,1859,zpc,Mnem. 8 (1859) 59
Phot. π 1247,-σελθ-,εἰσενεχθῆναι,Schleusner,1810,zpc Sud.,Libell. p. 85
Phot. π 1255,πυρὶ,πυροὶ,Porson,1822,AB,
Phot. π 1282,μεταβ-,καταβολῆς,Adamantios Korais,s.xviii/xix,zpc et Epit. Harp. et Sud.,Eἰς μνήμην  ̓Aμάντου p. 295
Phot. π 1286,προσπ-,προπίνειν,Porson,1822,Σa+b et Sud. et schol. Pi.,
Phot. π 1374,-σαν,φάσαι,Porson,1822,Amm. Ptol. Et.Gud. Eust.,
Phot. π 1374,-σαν,φάσαι,Adamantios Korais,s.xviii/xix,Amm. Ptol. Et.Gud. Eust.,Eἰς μνήμην  ̓Aμάντου p. 295
Phot. π 1394,βδελλύσσ-,βδελύσσομαι,Porson,1822,Σa+b Sud.,
Phot. π 1421,-φθείρ-,παραφέρειν,Schleusner,1812,zpc et schol. Ar. et Sud.,Cur. nov. p. 374
Phot. π 1539,-φθορὰ,διαφορὰ,Dindorf,1835,Sud. π 3173,ThGL. vol. VI p. 2237C
Phot. π 1550,-ραιν-,πύραυνος,Porson,1822,Eust. 1548.1,
Phot. π 1580,-ρώνων,πυρῶν,Adamantios Korais,s.xviii/xix,Sud. π 3240,Eἰς μνήμην  ̓Aμάντου p. 296
Phot. ρ 4,-ναιμ-,ἄνεμος,Johann Alberti,1766,Zavord. 95 (z),"Hesych. Lex. vol. II p. 1094, 25"
Phot. ρ 80,-τρεία,ῥελατορία,Adamantios Korais,s.xviii/xix,zpc Σa+b Sud.,Eἰς μνήμην  ̓Aμάντου p. 296
Phot. ρ 108,τῶν -ῶν,τὸ παλαιὸν,P. P. Dobree,s.xviii/xix,zpc,Advers. vol. III p. 49
Phot. ρ 116,ἀπὸ,ὑπὸ,Naber,1865,Σb,
Phot. ρ 129,-νόμ-,ῥινώμενος,Adamantios Korais,s.xviii/xix,zpc Sud.,Eἰς μνήμην  ̓Aμάντου p. 296
Phot. ρ 147,-ειν,ῥοίβδην,Dindorf,1835,Σa+b,ThGL. vol. VI p. 2415B
Phot. ρ 190,-υστ-,ῥυτῆρας,Cobet,1859,zpc,Mnem. 8 (1859) 66
Phot. σ 28,-ροτον,ἀσάρωτον,Porson,1822,Zavord. 95 (z),
Phot. σ 44,-νῆσαι,σαλακωνίσαι,Porson,1822,zpc,
Phot. σ 61,εἴσω πολιτείαν,ἰσοπολιτείαν,Adamantios Korais,s.xviii/xix,Sud. σ 77,Eἰς μνήμην  ̓Aμάντου p. 296
Phot. σ 61,εἴσω πολιτείαν,ἰσοπολιτείαν,Porson,1822,Sud. σ 77,
Phot. σ 89,Tρυζ-,Tροιζῆνι,Adamantios Korais,s.xviii/xix,zpc,Eἰς μνήμην  ̓Aμάντου p. 296
Phot. σ 125,-σαντες,προσκαλέσασθαι,Porson,1822,Sud. cod. Eac,"teste Dobree, Phot. Lex. vol. II p. 787"
Phot. σ 160,ἀντεσεβ-,ἀντὶ τοῦ ἐσεβάσθησαν,Johann Alberti,1766,zpc,"Hesych. Lex. vol. I p. 1456, 22"
Phot. σ 167,μὴ,μὲν,Adamantios Korais,s.xviii/xix,Harp. pl. et Sud. codd. GVM,Eἰς μνήμην  ̓Aμάντου p. 296
Phot. σ 182,-ων,ὑποτρέχον,Porson,1822,Σa+b Sud. etc.,
Phot. σ 198,οἷς,οἷς οἱ,Adamantios Korais,s.xviii/xix,z Sud.,Eἰς μνήμην  ̓Aμάντου p. 296
Phot. σ 253,ἄριστοι,ἄρτοι,Adamantios Korais,s.xviii/xix,zpc et Epit. Harp. et Sud.,Eἰς μνήμην  ̓Aμάντου p. 296
Phot. σ 300,σκέρβορε· λοίδορε,σκέρβολλε· λοιδόρει,Schleusner,1810,zpc,Libell. p. 95
Phot. σ 324,τοῦτον,τούτων,Adamantios Korais,s.xviii/xix,zpc et Epit. Harp. et Sud.,Eἰς μνήμην  ̓Aμάντου p. 296
Phot. σ 346,-μίοις,πολέμοις,Adamantios Korais,s.xviii/xix,Tim.,Eἰς μνήμην  ̓Aμάντου p. 296
Phot. σ 348,-ῆ-,σκληφρόν,David Ruhnken,1828,zpc,Tim. p. 233
Phot. σ 367,ὡς τυχ-,ᾧ στοιχοῦσιν,Adamantios Korais,s.xviii/xix,zpc Σa Sud.,Eἰς μνήμην  ̓Aμάντου p. 296
Phot. σ 390,-εῖλον,περιείλουν,Adamantios Korais,s.xviii/xix,Σa+b Sud.,Eἰς μνήμην  ̓Aμάντου p. 296
Phot. σ 441,σπαρνον sine acc.,σπαρνόν,L. Dindorf,1835,Hsch. cod. Marc.,ThGL. vol. VII p. 556A
Phot. σ 489,-ει,σημαίνοι,Porson,1822,Sud. cod. A,
Phot. σ 509,τῷ ληνῷ,τῇ ληνῷ,L. Dindorf,1835,AB,ThGL. vol. VII p. 675A
Phot. σ 535,πικρ-,πυκνοῖς,Adamantios Korais,s.xviii/xix,Sud. codd. GVM,Eἰς μνήμην  ̓Aμάντου p. 296
Phot. σ 551,-ιγμα,στήριγγα,Johann Alberti,1766,Poll. cod. C,"Hesych. Lex. vol. II p. 1268, 30"
Phot. σ 586,τὸν,τῶν,Porson,1822,Zavord. 95 (z),
Phot. σ 603,ὡς γρ-,προσγράφουσιν,Adamantios Korais,s.xviii/xix,Harp. pl.,Eἰς μνήμην  ̓Aμάντου p. 297
Phot. σ 606,-ίδος,στρατηγίας,Johann Alberti,1766,Sud. codd. GMpc,"Hesych. Lex. vol. II p. 1276, 31"
Phot. σ 628,-βηλος,στρόβιλος,Porson,1822,Hsch. σ 2012,
Phot. σ 724,-φέρ-,συμφύρεται,Schleusner,1810,Σa+b Sud.,Libell. p. 101
Phot. σ 724,-φέρ-,συμφύρεται,Porson,1822,Σa+b Sud.,
Phot. σ 746,συνδεδεμένος,συνδεσμούμενος,Meineke,1857,Cyr. σ 310,Philol. 12 (1857) 623
Phot. σ 793,σύνθυμοι,συνθυμεῖν,Schleusner,1810,Hsch. σ 2629,Libell. p. 102
Phot. σ 799,ἔξωθεν,ἐξ ἔθους,Adamantios Korais,s.xviii/xix,Harp. pl. et Epit. Harp.,Eἰς μνήμην  ̓Aμάντου p. 297
Phot. σ 914,κ. κατὰ,καὶ τὰ,Adamantios Korais,s.xviii/xix,zpc Sud. Et.Gen. AB,Eἰς μνήμην  ̓Aμάντου p. 297
Phot. σ 918,-ρίβειν,διατριβὴν,Adamantios Korais,s.xviii/xix,Σa+b Sud. etc.,Eἰς μνήμην  ̓Aμάντου p. 297
Phot. σ 925,τοῦ,τὸ,Adamantios Korais,s.xviii/xix,z etc.,Eἰς μνήμην  ̓Aμάντου p. 297
Phot. σ 931,πονή-,ποιήματα,Porson,1822,Sud. σ 868,
Phot. τ 140,κατέ-,ἀπέχοντες,Adamantios Korais,s.xviii/xix,zpc Sud. Et.Gen. AB,Eἰς μνήμην  ̓Aμάντου p. 297
Phot. τ 200,καυ-,αὐλίσκον,Naber,1865,AB,
Phot. τ 219,-γ-,στραγγεύεσθαι,David Ruhnken,1828,Phot. Amphil. cod. Γ,Tim. p. 254
Phot. τ 271,ἐπέτος,ἐπ ̓ ἔτος,Porson,1822,Zavord. 95 (z),
Phot. τ 276,φράτερσεσιν,Φράτερσιν,Dindorf,1835,Zavord. 95 (z),ThGL. vol. VIII p.1036C
Phot. τ 464,οἷον,οἱ,P. P. Dobree,n.d.,Et.Gen. B et EM,Advers. vol. III p. 53
Phot. τ 568,-ρ-,Tυρρηνικὰ,P. P. Dobree,n.d.,zpc,Advers. vol. III p. 53
Phot. υ 28,παραρέη κτλ.,παραρρέῃ,O. Crusius,1910,zpc,Paroemiographica p. 90
Phot. υ 47,ἐνόλωι,ἐν λόγῳ,Schleusner,1810,zpc Sud.,Libell. p. 120
Phot. υ 137,μύ-,μισθοὺς,Adamantios Korais,s.xviii/xix,Zen. Ath. et vulg.,Eἰς μνήμην  ̓Aμάντου p. 298
Phot. υ 163,ὑπ ̓ ἠοῖ,ὑπηοίη,Naber,1865,Hsch. υ 542,
Phot. υ 164,ὑφ ̓,ἐφ ̓,Porson,1822,Sud. cod. A,
Phot. υ 241,ὑπὸ,ἀπὸ,Konstantinos Kontos,1877,Sud. codd. GM,Παρνασσός 1 (1877) 736
Phot. υ 299,ἐραντίθην,ἐρραντίσθην,Naber,1865,zpc,
Phot. φ 29,τῆινεῶι,ἐπὶ τῆς νεὼς,Adamantios Korais,s.xviii/xix,z Sud. Et.Gen. AB,Eἰς μνήμην  ̓Aμάντου p. 298
Phot. φ 69,ἀποστ-,ἀπατήσας,Dindorf,1835,Cyr. φ 28,ThGL. vol. VIII p.656D
Phot. φ 143,-θεῖν-,φθῆναι,Cobet,1858,Σa Sud. codd. AGFM etc.,Mnem. 7 (1858) 478
Phot. φ 144,φθείσ-,φθήσεται,Cobet,1858,Σa+b Sud. etc.,Mnem. 7 (1858) 478
Pi. I. 6.87a schol.,-ειν/-ων,συντέμνει,Petros N. Papageorgiu,1880,codd.,
Pi. N. 6.27,ἄντα σκοποῦ,σκοποῦ ἄντα,Giovanni Luigi Mingarelli,pre-1772,P.Berol. inv. 16367,
Pi. N. 6.51,-βὰς,-βαὶς,Turyn,n.d.,P.Oxy. LXXV 5043,
Pi. N. 9.42,ἡ-,ἁμέραις,Triclinius,n.d.,P.Oxy. LXXV 5043,
Pi. N. 10.42,-ε,θάλησεν,Triclinius,n.d.,P.Oxy. LXXV 5043,
Pi. N. 10.48,π. τε χειρῶν (τε),ποδῶν χειρῶν τε,E. Schmid,n.d.,P.Oxy. LXXV 5043,
Pi. N. 10.60,αἰχμᾷ,ἀκμᾷ,J. C. de Pauw,1747,P.Oxy. LXXV 5043,
Pi. O. 1 schol. Inscr. a,ογ΄,οϛ΄,Bergk,1878,P.Oxy. II 222,Poet. Lyr. i. p.4
Pi. O. 2.76,γᾶς,μέγας,J. C. de Pauw,1747,P.Oxy. XVII 2092,
Pi. O. 6.77,ὄροις,ὄρος,Zacharias Callierges,1515,P.Oxy. XIII 1614,
Pi. P. 3.166 schol.,ἐν κῷ,ἐν Ἴκῳ,Jean Brodeau,1549,DEGQ,Epigr. Gr. p. 372
Pi. P. 6.14,-οι/-ος,τυπτόμενον,Dawes,n.d.,P.Oxy. LXXV 5039,
Pi. Pae. 9.4,ἰσχὺν πτανὸν (ἀν)δράσιν,ἰσχύν τ'ἀνδράσι(ν),Blass,n.d.,P.Oxy. V 841,
Pl. Chrm. 173b,(μὴ) ὑγιέσιν,η υ̣γιεϲ̣[ιν,L. F. Heindorf,1802–10,P.Oxy. LXXVI 5082,
Pl. Crit. 48e,πείσαι κτλ.,πείσας,Philipp Buttmann,1830,Vat. gr. 225 (V),
Pl. Grg. 473b,Polo,ἴσως Socrati tribuunt,van Prinsterer,,BF,
Pl. Grg. 486a,διαπρέπ-,διατρέπεις,Grotius,,Vindob. 55. suppl. phil. gr. 39 (F),
Pl. Grg. 498b,-ον,μόνοι,R. B. Hirschig,1856,Vindob. 55. suppl. phil. gr. 39 (F),
Pl. Grg. 514a,θῶ-,φῶμεν,Madvig,,Vindob. 55. suppl. phil. gr. 39 (F),
Pl. Grg. 520e,-εύειν,συμβουλεύσειν,Cobet,,Vindob. 55. suppl. phil. gr. 39 (F),
Pl. Grg. 522c,ἐν,ἓν,Adamantios Korais,,Vindob. 55. suppl. phil. gr. 39 (F),
Pl. Hp.Ma. 304a,κνίσματα,κνήσματά,Cobet,,Vindob. 55. suppl. phil. gr. 39 (F),
Pl. La. 197e,δὲ,δὴ,Martin Schanz,1883,P.Oxy. II 228,
Pl. Lg. 832a,om.,ἡ,Apelt,,Laur. Plut. 80.17 (L),
Pl. Lg. 894c,τήν τε,τὴν δὲ,Henri Estienne,1578,Ricc. 67,
Pl. Men. 81b,-ὰν,ψυχὰς,Böckh,,Vindob. 54. suppl. phil. gr. 7 (W),"'August Boeckh unterschrieb selbst mit »Böckh«, die Familie und die Fachtradition bevorzugen »Boeckh«.'"
Pl. Men. 82c,ἐν,ἦν,F. A. Wolf,,Vindob. 55. suppl. phil. gr. 39 (F),
Pl. Men. 95b,ε. ἢ,εἶναι καὶ,F. A. Wolf,,Vindob. 55. suppl. phil. gr. 39 (F),
Pl. Men. 96e,-ειν,διαφεύγει,Madvig,,Vindob. 55. suppl. phil. gr. 39 (F),
Pl. Men. 99a,ἐπιγίγ.,ἔτι γίγνεται,Schleiermacher,,Vindob. 55. suppl. phil. gr. 39 (F),
Pl. Mx. 244d,ο. πολλῶν,οὐδὲ παλαιῶν,Gottleber,,Vindob. 55. suppl. phil. gr. 39 (F),
Pl. Phd. 82e,τῳ δεδέσθαι,τοῦ δεδέσθαι,L. F. Heindorf,1810,P.Lond.Lit. 145 (inv. 488),
Pl. Phdr. 228b,πάνυ τις,πάνυ τι,Martin Schanz,1875,P.Oxy. VII 1016,
Pl. Phdr. 229d,δὲ,δὴ,J. C. Vollgraff,1909,Ath. 5.220F (Marc. 447),Mnem.
Pl. Phdr. 239a,τῶν,τοῖς,L. F. Heindorf,1802,P.Oxy. VII 1017,
Pl. Phdr. 251a,μὴ δεδιείη,μὴ ἐδεδίει,Cobet,1858,P.Oxy. VII 1017,p. 467
Pl. Phdr. 251e,ὠδίν-,ὀδυνῶν,Charles Badham,1851,Marc. gr. 186,Wadham 3rd class
Pl. Phdr. 257e,γράφουσι,γράψωσι,L. F. Heindorf,1798,Herm. in Phdr.,Spec. coni. p. 13
Pl. Phdr. 264a,διανεῖν,διανύειν,Henri Estienne,1578,Bodl. Clark. 39 (b),m. rec.
Pl. Phdr. 274a,οἷός (γε),οἷός τε,L. F. Heindorf,1802,Paris. gr. 1813,
Pl. Phlb. 26d,-ων,ἀπειργασμένην,Henry Jackson,1897,Vindob. 54. suppl. phil. gr. 7 (W),Journ. of Phil.
Pl. Phlb. 33c,-ψώ-,ἐπισκεψόμεθα,Bekker,1826,Vindob. 54. suppl. phil. gr. 7 (W),
Pl. Phlb. 47d,γενο-,γιγνομένη,Charles Badham,1855–78,Vindob. 54. suppl. phil. gr. 7 (W),
Pl. Phlb. 51c,μου,που,Charles Badham,1855–78,W2,
Pl. Phlb. 52a,-θεισῶν,ΠΛΗΡΩΘΕΙΣΙΝ,C. G. Schütz,1830,W2,p. 144
Pl. Phlb. 64e,-πεφορη-,ξυμπεφυρμένη,K. J. Liebhold,1880,Vindob. 54. suppl. phil. gr. 7 (W),Fleck. Jahrb.
Pl. Prm. 145a,κ. τοῦ ἓ. ὁ.,κᾄν του ἓν ὁτιοῦν,Schleiermacher,1805,Vindob. 21 (Y),
Pl. Prt. 356c,ἴσαι,αἱ ἴσαι,L. F. Heindorf,1802–10,P.Oxy. XIII 1624,
Pl. R. 547c,τό,[τω]ι,Burnet,n.d.,P.Oxy. XV 1808,
Pl. Smp. 202a,καὶ,del.,Gottfried Stallbaum,1827,P.Oxy. VI 843,
Pl. Smp. 206c,τῷ,del.,Charles Badham,1866,P.Oxy. VI 843,
Pl. Smp. 208b,μετέχειν,μετέχει,Henri Estienne,1578,P.Oxy. VI 843,
Pl. Smp. 209a,κυεῖν,τεκεῖν,Arnold Hug,1876,P.Oxy. VI 843,'=γεννῆσαι zu 206B'
Pl. Smp. 209b,ἐπιθυμεῖ,επιθυμη,Henri Estienne,1578,P.Oxy. V 843,
Pl. Sph. 237d,τοῦτο ῥ.,τοῦτο τὸ ῥῆμα,L. F. Heindorf,1809,Vindob. 21 (Y),
Pl. Tht. 152b,αἰσθάνεσθαί ἐστιν,αἰσθάνεταί,Gottfried Faehse,,BKT II,
Pl. Tht. 205e,-θόμεθα,πεισόμεθα,Herbert Richards,1911,YW,p. 177 ('if we are to follow')
Pl. Ti. 60d,-μενῷ,ἀπομονουμένω,C. E. Ch. Schneider,1846,Vindob. 54. suppl. phil. gr. 7 (W),
Pl.Com. fr. 30,μόγις/μόσις,μόλις,Ottomar Bachmann,1878,Ar. Αν. 798 schol. Lh,
Plaut. Bacch. 489,egone illam,e. ut. i.,Pylades,n.d.,Ambros. G 82 sup. (A),
Plaut. Bacch. 499,-e,impono,Georgius Merula,n.d.,Ambros. G 82 sup. (A),
Plaut. Bacch. 500,immitiorem,inimiciorem,Denys Lambin,n.d.,Ambros. G 82 sup. (A),
Plaut. Bacch. 519 a–c,habet,del.,François Guyet,1658,Ambros. G 82 sup. (A),
Plaut. Bacch. 529,-atur,remoretur,Bentley,n.d.,Ambros. G 82 sup. (A),
Plaut. Bacch. 535,tollam,cont-,Joachim Camerarius,1552,Ambros. G 82 sup. (A),
Plaut. Bacch. 671–2,"672, 671","671, 672",Joachim Camerarius,1552,Ambros. G 82 sup. (A),
Plaut. Bacch. 952,exemi,me exemi,Pylades,n.d.,Ambros. G 82 sup. (A),
Plaut. Bacch. 955,forte,portae,Georgius Merula,n.d.,Ambros. G 82 sup. (A),
Plaut. Bacch. 956,-a,nostro,Johannes Meursius,n.d.,Ambros. G 82 sup. (A),
Plaut. Cas. 854,bella,i belle,Valens Acidalius,1607,Ambros. G 82 sup. (A),
Plaut. Epid. 222,ornamenta,ornata,Joachim Camerarius,1552,Ambros. G 82 sup. (A),
Plaut. Most. 675,terno,Tranio,Pius II,n.d.,Ambros. G 82 sup. (A),
Plaut. Persa 734,bonamuita,bona multa,Denys Lambin,n.d.,Ambros. G 82 sup. (A),
Plaut. Poen. 876,mulae,mutae,F. H. Bothe,n.d.,Ambros. G 82 sup. (A),
Plaut. Poen. 1016,quidem,quid est,Joachim Camerarius,1552,Ambros. G 82 sup. (A),
Plaut. Rud. 519,das,eas,Joachim Camerarius,1552,Ambros. G 82 sup. (A),
Plaut. Stich. 36,tuum,tu tuum,C. H. Weise,1838,Ambros. G 82 sup. (A),
Plaut. Stich. 436,pro,probe,Joachim Camerarius,1552,Ambros. G 82 sup. (A),
Plaut. Trin. 398,senectuti is,senectuti,Ritschl,1845,Ambros. G 82 sup. (A),
Plaut. Trin. 487,neque adsalutem,nequeas saltem,Joachim Camerarius,1552,Ambros. G 82 sup. (A),
Plaut. Truc. 270,sistentatum,te ostentatum cum,Valens Acidalius,1607,Ambros. G 82 sup. (A),
Plb. 11.14.2,ἐμπειρίαν,τὴν τῶν ἡγουμένων ἐ.,Gronovius,,P.Ryl. 60,
Plb. 11.14.3,προθεῖναι,προσθ-,Scaliger,,P.Ryl. 60,
Plb. 11.15.5,ὡρακίτας,θωρ-,Fulvio Orsini,1582,P.Berol. inv. 9570 = APF 1:388–95,
Plb. 11.15.7,τέλος,θέρος,Causabon,1609,P.Ryl. 60,
Plb. 11.16.1,ὑπάγειν,ἐπάγ-,Sixtus Arcerius,1613,P.Berol. inv. 9570 = APF 1:388–95,ad Aelian. Tact. 32 p. 152
Plb. 11.16.2,πρὸς τ.,τοὺς,Johannes Schweighäuser,1795,P.Berol. inv. 9570 = APF 1:388–95,
Plb. 11.16.5,προειρημένον,τὸ π.,Causabon,1609,P.Berol. inv. 9570 = APF 1:388–95,
Plb. 11.16.6,τὴν δυσχρήστην,τὸ -τον,Causabon,1609,P.Berol. inv. 9570 = APF 1:388–95,
Plb. 11.16.6,διαβάλλει,-βαλεῖ,Scaliger,,P.Berol. inv. 9570 = APF 1:388–95,
Plb. 11.16.7,ἐμπορεία,ἐν πορείᾳ,Johannes Schweighäuser,1795,P.Ryl. 60,
Plb. 11.18.8,τῆς δεχομένης,ταῖς δ᾽ ἐχομέναις,Fulvio Orsini,1582,Tubing. Gr. Mb. 9,
Plb. 11.23.2,-βαλο-,ἐπιβαλλόντων,Johannes Schweighäuser,1795,Paris. gr. 2967 (K),
Plb. 11.34.9,κ. τ. ἔ. π.,κατὰ τὴν ἔντευξιν καὶ προστασίαν,Fulvio Orsini,1582,Laur. Plut. 69.9 (G),
Plb. 11.42.7,ἅτε,τὸ,Leonhard Spengel,,Vat. gr. 73 (M),
Plb. 28.2.4,om.,ϲυνεχωρηϲεν,F. O. Hultsch,1889,P.Oxy. LXXXI 5267,ϲ]υνεχωρηϲ[ε
Plin. epist. 8.5.3,aduoc-,auocamenta,Guillaume Budé,c.1508,Laur. Plut. 47.36 (M),
Plin. epist. 8.6.10,c. n. r.,cui in nulla re,Guillaume Budé,c.1508,Laur. Plut. 47.36 (M),
Plin. epist. 10.4.2,quadringenties,quadragiens,Guillaume Budé,1515,Bodl. Auct. L. 4. 3. sup. (I),De asse
Plin. nat. 1.XI,-mum. etiam in cera,minimum. aestatis,Julius Sillig,1851,cod. Moneus (M),
Plin. nat. 2.160,cuncta,capita,Johannes Caesarius,1524,E3,
Plin. nat. 11.24,euauatis,euitatis,Jacques Daléchamps,1587,Flor. Ricc. 488 (R),
Plin. nat. 11.199,-nus,intestinum,Jacques Daléchamps,1587,cod. Moneus (M),
Plin. nat. 12.1,restant,restat ut,Madvig,1873,exc. Dalecampii (z),
Plin. nat. 13.101,primus,proximus,Julius Sillig,1852,cod. Moneus (M),
Plin. nat. 13.109,-ire uerti,inueniri reuerti,Jacques Daléchamps,1587,D2F2,
Plin. nat. 13.132,perfer-,transferuntur,Jacques Daléchamps,1587,cod. Moneus (M),
Plin. nat. 14.30,-ate,uetustatem,Jacques Daléchamps,1587,MFa,
Plin. nat. 14.33,-atem suam,fertilitate sua,Jacques Daléchamps,1587,cod. Moneus (M),
Plin. nat. 14.39,ubi,ibi,Jacques Daléchamps,1587,cod. Moneus (M),
Plin. nat. 14.51,fuit,ruit,Gronovius,1669,cod. Moneus (M),
Plin. nat. 14.105,-go,asparagi,Julius Sillig,1852,cod. Moneus (M),
Plin. nat. 15.61,-ntecta,superiniecta,Jacques Daléchamps,1587,cod. Moneus (M),
Plin. nat. 16.156,alta,talia,Julius Sillig,1853,D2,
Plin. nat. 16.245,primo,piro,Jean Hardouin,1685,D2,
Plin. nat. 17.244,capita bis,ara iouis,Jean Hardouin,1685,D2,
Plin. nat. 18.114,annoaducena,annua ducena,Jean Hardouin,1685,cod. Chiffl. (f),
Plin. nat. 18.224,N̅R/N.R.,noster,Jacques Daléchamps,1587,Paris. lat. 6797 (d),
Plin. nat. 27.136,malagmate,-ta,Jean Hardouin,1685,Flor. Ricc. 488 (R),
Plin. nat. 28.117,farct-/fast-,fartum,Jacques Daléchamps,1587,Flor. Ricc. 488 (R),
Plin. nat. 31.37,-ia,mesopotamiae,Julius Sillig,1851,E1,
Plu. 21A,ἦ/ἐῆ/εἴη,ἴῃ,Brunck,1786,Vat. Palat. gr. 178 (p),
Plu. 21B,-οῖ,φρονεῖ,Cobet,1877,G1X1vZWCh,Mnem.
Plu. 75B,περιθεμένη,περικει̣μ̣ενη,F. C. Babbitt,1927,P.Oxy. LXXVIII 5153,
Plu. 88D,εἴπῃ σε,εἴπῃς,J. F. Boissonade,1872,vers. Syr.,apud Hercher
Plu. 140B,τὸ,τοῦ,Georgios Hatzidakis,1901,OJ2,
Plu. 146D,ἧς ἦν καὶ θυσία,ἧ. ἦ. κ. ἡ θ.,Reiske,1757,Patav. 560 + Palat. Heidelb. 153 (P),p.c.
Plu. 147C,ἄ. τε ν.,ἄχρι γε νῦν,Reiske,1757,PQ,p. 177 ('at hoc quidem temporis')
Plu. 149A,μετὰ τίνας κατακείμεθα,μ. τ. κ. δεῖ ζητεῖ,Reiske,1757,Paris. gr. 1675 (B),'Reiskes … der auch in dieser Schrift sich als der unvergleichliche zeigt' (Wilamowitz)
Plu. 149E,χειπὸς˙ Ἐφ' ἃ μὲν Δ.,"χειπὸς, ἔφη˙ Ἃ μὲν Δ.",Reiske,1757,PpcQhn2B,
Plu. 154F,β. μὲν καὶ,β. μὲν γὰρ καὶ,Reiske,1757,JB,
Plu. 155A,ε. χ. ἁ.,εἶναι χρῆσθαι δ' ἁμάξῃ,Reiske,1757,PQB,"'non uti domo, sed uti carrho'"
Plu. 155C,καὶ π. καὶ,παῖδας καὶ,Reiske,1757,codd.,
Plu. 155C,ὑπαρχόντων -ῶν ο.,ὑ. χρηστὸν οἶκον,Reiske,1757,Paris. gr. 1672 (E),
Plu. 155D,-ναι,καταστῆσαι,Reiske,1757,codd.,
Plu. 156C,ε. -ομεν,εἰ νομίζοιμεν,Reiske,1757,codd.,
Plu. 156F,μ. ἔχ-,μετρητὸν ἐνέχει,Reiske,1757,codd.,'infundebat'
Plu. 157A,ἀ. εἴτε π.,ἀλλ' ἐπεὶ πάλιν,Reiske,1757,codd. praeter OnvΠ,
Plu. 157B,ὃ. οὑτωσί φασιν,ὃν οὑτοσί φησιν,Reiske,1757,codd.,'quem hic Æsopus ait'
Plu. 157D,ἣν ἡδονὴν,ἣν,Reiske,1757,codd. praeter n2vΠ,
Plu. 158D,-ῇ,αὐτῆς,Paul Pétau,1778,E (teste Defradas),apud Reiske
Plu. 159 schol.,ὅσοις δὲ/ὅσοι τε κτλ.,ὅσοις τε,Bergk,1841,Gac,
Plu. 159A,-ὸ,αὐτὸν,Reiske,1757,JOn,
Plu. 159C,τρυφ-,τροφὴν,Reiske,1757,codd. praeter vαAβγB,
Plu. 159D,δεῖ,ἀεὶ,Reiske,1757,codd.,
Plu. 163E,εὐπρ-,εὐτρεπέστατον,Reiske,1757,codd. praeter JΠ,"'habillimum, maxime versatile, aptissimum'"
Plu. 191F,αὐτὸς,αὕτη,Hertlein,,P.Oxy. LXXVIII 5155,
Plu. 323E,προσχ-,προχωροῦσαν,Reiske,1757,ΦZ,
Plu. 324C,δ. -ο,διὰ τοῦτον,Reiske,1757,Ψ,'redit enim ad τὸν δαίμονα'
Plu. 325A,τῷ τε γὰρ,τῷ τε,Reiske,1757,codd. praeter kJ2y2ΠεBRehd.,
Plu. 325D,καὶ τὴν,καὶ τὴν νῦν,Reiske,1757,Pg,
Plu. 327C,-ροῦσι,νεωτερίζουσι,Reiske,1757,Φ,
Plu. 329B,-ον,χρώμενος … ἐπιμελούμενος … προσφερόμενος,Reiske,1757,Φα2,
Plu. 355F,πανύγροις,παρύγ-,Samuel Squire,1744,vβ2,
Plu. 359F,τὸ ... τὸ,τὸν ... τὸν,Reiske,1757,Ricc. 45 (R),
Plu. 363F,Σάι,Σάει,Georgios Hatzidakis,1901,,
Plu. 374B,ὃ ἄπιστον,ὁ Ἆπις. τὸν,Wilhelm Xylander,1574,Ambros. 859 (α),m. sec. in marg.
Plu. 439B,μ. δ' ἐ.,μυρία ἐστίν,Daniel Wyttenbach,1796,Ambros. 881 (J),m. pr.
Plu. 441A,ἐν δὲ διαιρετέοις,ἐ. δ. αἱρ-,Daniel Wyttenbach,1796,Gt2,
Plu. 445B,ὃ … ὅ,ᾧ … ᾧ,Daniel Wyttenbach,1796,codd. praeter cΠtX2,
Plu. 446B,-ρει,ὑποσύρεται,Reiske,1757,GJc,
Plu. 446E,ὑπὸ πληγῆς κυνὸς ἢ γαλῆς,ὑ. π. κύνες ἢ γαλαῖ,Gregorios Bernardakis,1891,Barb. 182 (G),
Plu. 446E,στερρό-,ἑτερότητος,Daniel Wyttenbach,1796,G1,
Plu. 447A,-ες,συνορῶντας,Giannozzo Manetti,1796,O2J1α1A1,apud Wyttenbach
Plu. 447E,διὰ λ.,λόγων,Gregorios Bernardakis,1891,G1Zpc,
Plu. 448C,παθῶν,πιθανῶν,Daniel Wyttenbach,1796,Barb. 182 (G),
Plu. 450A,λήξ-,δήξεις,Jacques Amyot,1572,Gt2,
