Ref.,Paradosis,Conjecture,Author,Year,Attested Place,Rem.
Eur. Hec. 1070,τᾶνδε,τάνδε,August Seidler,n.d.,OGZc,
Eur. Hec. 1108,ζοῆς/ζωῆς,ζόης,Markland,n.d.,Va i.m.,"ap. Burges, CJ 25 (1822) 340"
Eur. Hec. 1167,-υον,ἤνυτον,L. Dindorf,n.d.,Huv,
Eur. Hec. 1176,τε,τὸν,Nauck,n.d.,Laur. 32.3 (L),
Eur. Hec. 1215,-νῶι,καπνὸς,Willem Canter,1571,Kγρ,
Eur. Hel. 135,οὔ πω vel ἦ που,οὔ που,P. P. Dobree,s.xviii/xix,Laur. 32.3 (L),
Eur. Hel. 634,χεῖρας,χέρας,Elmsley,n.d.,P.Oxy. XXII 2336,
Eur. Heracl. 837,-ῃ,μάχη,Elmsley,1813,Laur. 32.3 (L),
Eur. Hipp. 71–2,ὄπαρθένων ἄρτεμι,ὄλυμπον,Nauck,n.d.,Laur. 31.10 (O),
Eur. Hipp. 364,σὰν,σᾶν,Elmsley,n.d.,Paris. gr. 2713 (B),
Eur. Hipp. 378,κάκιον,κακίον',Henrik van Herwerden,n.d.,cod. Oxon. Cyrilli Alex.,Exerc. crit. (1862) 135
Eur. Hipp. 480,τἄρα γ᾽,τἄρ᾽ ἂν,Brunck,n.d.,Hc,
Eur. Hipp. 554,τλάμον/τλᾶμον,τλάμων,Benjamin Heath,n.d.,Vat. gr. 910 (C),
Eur. Hipp. 560,διογ-,διγόνοιο,Scaliger,n.d.,γρΣb,
Eur. Hipp. 584,ἰαχὰν,ιαν,Weil,n.d.,P.Oxy. XIX 2224,
Eur. Hipp. 659,ἔκδημος,ἐκδημῆ,Hermann,n.d.,DB2,
Eur. Hipp. 814,ὦ βιαίως,βιαίω,F. H. Bothe,1802,Laur. 31.15 (D),
Eur. Hipp. 1070,ἧπαρ δακρύων τ',ἧπαρ· δακρύων,Wilamowitz,n.d.,HnOx,
Eur. Hipp. 1255,-ραὶ,συμφορὰ,Elmsley,n.d.,Laur. 31.10 (O),
Eur. Hipp. 1317,-póv,ἐχθρῶν,Elmsley,n.d.,V3,
Eur. IA 308,γε φ. σε δεῖ,γε φερειν σε,Adolf Kirchhoff,n.d.,P.Köln II 67,
Eur. IA 309,-ως,αλλοις,Markland,n.d.,P.Köln II 67,
Eur. IA 380,αἰσχρὸς οὐκ,χρηστὸς,Grotius,n.d.,Stob. cod. M,
Eur. IA 793,οὐλο-,ολο̣[μενας,Burges,n.d.,P.Leid. inv. 510,
Eur. IA 804,πύλας,πελ̣[ας,Joshua Barnes,n.d.,P.Köln II 67,
Eur. IT 252,καὶ τυχ-,κἀντυχόντες,Reiske,1753–4,P.Hib. I 24,
Eur. IT 587,γε,τὰ,Hermann,n.d.,P.Hib. I 24,]τ̣α
Eur. IT 618,τήνδε,τῆσδε,F. H. Bothe,n.d.,P.Hib. I 24,
Eur. Ion 1428,ἢ,ἣ,Jean Brodeau,,Laur. 32.3 (L),
Eur. Med. 12,πολιτῶν,πολίταις,Joshua Barnes,n.d.,V3,
Eur. Med. 140,ὁ,τὸν,Samuel Musgrave,1778,HE,
Eur. Med. 159,εὐνέταν,εὐνάταν,Thomas Tyrwhitt,1822,Es,
Eur. Med. 189,-μαθ-,ὁρμηθῆ(ι),Brunck,n.d.,Athous Ivir. 209 (E),
Eur. Med. 246,-κα,ἥλικας,Porson,n.d.,Haun. 417 (Hn),
Eur. Med. 261,-κη(ι),δίκην,Elmsley,n.d.,CDE,
Eur. Med. 291,μέγα σ.,μεταστένειν,Nauck,n.d.,Escor. gr. X.1.13 (gE),
Eur. Med. 306,τι,τί,Murray,n.d.,OA,
Eur. Med. 584,σύ,σύ·,Witzschel,n.d.,ELV2,
Eur. Med. 584,νῦν,νυν,Elmsley,n.d.,gE et Σb,
Eur. Med. 594,-έως,βασιλεων,Elmsley,n.d.,P.Heid. 1385,
Eur. Med. 884,τ' ἐμοὶ,τέ μοι,Janus Lascaris,n.d.,Palat. gr. 98 (Va),
Eur. Med. 979,ἁ δ.,δύστανος,Johannes Gregoropulos,1503,Laur. 31.15 (D),
Eur. Med. 1089,κοὐκ,οὐκ,Reiske,n.d.,P.Lond.Univ.Coll. inv. s.n.,
Eur. Med. 1094,μέν τ',μέν γ',Reiske,n.d.,P.Strasb. inv. WG 304–307,
Eur. Med. 1094,μέν τ',μέν,Porson,n.d.,Neap. Vind. gr. 17 (Nv),
Eur. Med. 1101,-ωσι,θρεψουσι,Brunck,n.d.,P.Strasb. inv. WG 304–307,
Eur. Med. 1108,ἤλυθε/ἦλθε,ηλθεν,Dindorf,n.d.,P.Strasb. inv. WG 304–307,
Eur. Med. 1110,ἀίδην/ἀίδαν,αιδου,Earle,n.d.,P.Strasb. inv. WG 304–307,
Eur. Med. 1159,-πέσχ-,ἠμπίσχετο,Aemilius Portus,n.d.,Hn et gE,
Eur. Med. 1180,δρομ-,δρα[μη]μασιν,Cobet,s.xix ex.,P.Oxy. XXII 2337,
Eur. Med. 1281,ὧν,ὃν,August Seidler,n.d.,P.Harr. I 38,
Eur. Med. 1281,μοίραι,τ̣ο̣λμαι,Nauck,n.d.,P.Strasb. inv. WG 304–307,
Eur. Med. 1285,ἄλη(ι),άλα̣ι̣ς,Frederick H. M. Blaydes,n.d.,P.Harr. I 38,
Eur. Med. 1290,δή ποτ᾽,δητ᾽,Hermann,n.d.,P.Harr. I 38,
Eur. Med. 1296,γῆ(ς) σφε,γης γε,Elmsley,n.d.,P.Harr. I 38,
Eur. Med. 1308,ἤ πω et ἦ που,ου που,Barthold,n.d.,P.Harr. I 38,
Eur. Med. (a) 15,ἡβώωντα/ἡβόωντα,ἡβώοντα,Janus Lascaris,n.d.,Palat. gr. 98 (Va),
Eur. Med. (a) 28,τῶ,τὸ,Brunck,n.d.,Laur. 31.15 (D),
Eur. Or. 35,ὁ δὲ,ὅδε,Reiske,n.d.,GK,
Eur. Or. 38,-βω(ι),φόβον,Charles Willink,1986,V3sXd,
Eur. Or. 47,μήτε,μηδὲ,Elmsley,n.d.,AGK,
Eur. Or. 64,-κε,παρέδωκεν,Porson,n.d.,Paris. suppl. gr. 393 (An),
Eur. Or. 79,ὅ. δ',ὅπως,Porson,n.d.,B1cRw,
Eur. Or. 82,γόνον,δόμον,Adolf Kirchhoff,n.d.,K2γρ,
Eur. Or. 118,τε,γε,Benedict,n.d.,ZbZcTac,
Eur. Or. 127,κεκτη-,κεχρημένοις,F. W. Schmidt,n.d.,AarγρGglR1γρ,
Eur. Or. 141,κτυπεῖτε,ψοφεῖτε,Elmsley,n.d.,Aarγρ,
Eur. Or. 162 nota,Ἠλ.,del.,August Seidler,n.d.,Tt3,
Eur. Or. 193,ματέρος,ματρός,Hermann,1796,Monac. gr. 500 (Mo),teste Biehl
Eur. Or. 193,ματέρος,ματρός,Porson,n.d.,Monac. gr. 500 (Mo),teste Biehl
Eur. Or. 204,γόοις,γόοισι,Hermann,1796,Pap.Flor. III,
Eur. Or. 204,γόοις,γόοισι,Porson,n.d.,Pap.Flor. III,
Eur. Or. 239,δ' εἰς,φέροις,Valckenaer,1749,Laur. 32.2 (L) et Cantab. Nn. 3.14 (Z),
Eur. Or. 271 nota,Ἠλ.,del.,J. A. Hartung,1837,SRw,
Eur. Or. 293,δ',θ',Markland,n.d.,Harl. 5725 (U),
Eur. Or. 294,"ἀνακαλύπτ', ὦ",ἀνακαλύπτου,Valckenaer,1749,B2 et Tt1/2,
Eur. Or. 323,φόνον,φόνου,Frederick H. M. Blaydes,n.d.,B et ZdZurs,
Eur. Or. 329,απόφατιν,ἄπο φάτιν,Valckenaer,1749,RS et Prc,
Eur. Or. 381,μηνύσω,μηνύω,Wecklein,n.d.,Escor. gr. X.1.13 (gE),
Eur. Or. 383,-ου,ἀφύλλους,Reiske,n.d.,V2s et Σv,
Eur. Or. 406,om.,γ',Adolf Kirchhoff,n.d.,SaZcZm,
Eur. Or. 473,σεσωσμ-,σεσωμένος,Wecklein,n.d.,Athous Dion. 334 (Ad),
Eur. Or. 545,σε,γε,Samuel Musgrave,n.d.,Z et γρPrS,
Eur. Or. 671,ἐμῶν κακῶν,ἐγὼ κακῶν,Porson,n.d.,ZcgE,
Eur. Or. 680 nota,Ἠλ.,Χο.,Willem Canter,1571,Z et Xa,
Eur. Or. 694,μὲν γὰρ τὰ,γὰρ τὰ,Joshua Barnes,n.d.,KS et gE,
Eur. Or. 695,τάδε,τόδε,King,n.d.,Vat. gr. 1135 (R),
Eur. Or. 698,-τι,ἐντείνοντα,Elmsley,n.d.,sRf1Rw1,
Eur. Or. 698,ἐντεί-,ἐκτείνοντι,Wecklein,n.d.,Vindob. phil. gr. 119 (Rw),
Eur. Or. 701,θέλεις,-οις,G. H. Schaefer,n.d.,Athous Vatop. 671 (At),
Eur. Or. 703,κτῆμα,χρῆμα,Henrik van Herwerden,n.d.,Barberin. gr. 4 (gB),
Eur. Or. 729,ἤ,ἧι,Battier,n.d.,Laur. 31.10 (O),ἧ O
Eur. Or. 730,ἰδὼν,ἰδὼν δ',Charles Willink,1986,Ambros. F 74 sup. (Ab),
Eur. Or. 758,μῦθος δ',μῦθος,Brunck,n.d.,VFP,
Eur. Or. 759,νῦν,νυν,Joshua Barnes,n.d.,XTz,
Eur. Or. 766,ἔγκλημά τι,ἔγκλημα τί,Hermann,n.d.,Laur. Conv. Soppr. 66 (K),
Eur. Or. 785,ἀσχάλ(λ)ων,-αλῶν,Joshua Barnes,n.d.,RS,
Eur. Or. 789,δὲ/γὰρ,γε,Lenting,n.d.,V et lΣv et Ab,
Eur. Or. 793,τόδ᾽,τὸ δ᾽,F. A. Paley,n.d.,MBC,
Eur. Or. 795,νῦν,νυν,Monk,n.d.,Cantab. Nn. 3.14 (Z),
Eur. Or. 836,-σι,εὐμενίσιν,August Seidler,n.d.,Parm. 154 (Tp),
Eur. Or. 836,φόνω(ι),φοβωι̣,F. A. Paley,n.d.,P.Mich. inv. 3735c,
Eur. Or. 836,φόνω(ι),φόνου,J. A. Hartung,n.d.,PrS,ἕνεκα φόνου Vgl
Eur. Or. 891,-οῖς,καλοὺς,J. A. Hartung,n.d.,Athous Dion. 334 (Ad),
Eur. Or. 911,χρὴ,δεῖ,Sybel,n.d.,Hier. 36 (H),
Eur. Or. 929,εὐνίδ-,εὔνιδας,Hermann,n.d.,Athous Vatop. 671 (At),
Eur. Or. 946,-ουμένους,πετρούμενος,Elmsley,n.d.,HMCKRS et V2sPrγρ,
Eur. Or. 966b,κάρα,κάρᾳ,Charles Willink,1986,GZm,
Eur. Or. 976,ἰὼ ἰὼ,ἰὼ,Wecklein,n.d.,Cremon. 130 (Cr),
Eur. Or. 993,-μοσι,λευκοκύμοσιν,King,n.d.,Paris. suppl. gr. 393 (An),
Eur. Or. 1000,Ἀτρέως,Ἀτρέος,Porson,n.d.,SPr1s,
Eur. Or. 1002,ἀελ- κτλ.,αλιου,Porson,n.d.,P.Oxy. LX 4014,
Eur. Or. 1011a,ἤλυθε,ἦλθεν,Brunck,n.d.,Vat. gr. 909 (V),
Eur. Or. 1035,δ᾽ ἢ,δὴ,Elmsley,n.d.,Zm1γρ,
Eur. Or. 1037,νῦν,νυν,Scaliger,n.d.,Tc,
Eur. Or. 1047,με τήξεις,μ᾽ ἔτηξας,F. H. Bothe,1825,Zd1c,
Eur. Or. 1092,λέχος,λ. γ',Johannes Livineius,1581–2,Laur. Conv. Soppr. 66 (K),
Eur. Or. 1114,ὥσθ᾽,ὡς,Wecklein,n.d.,Escor. gr. X.1.13 (gE),
Eur. Or. 1148,σπάσω μέλαν,σπασώμεθα,Adolf Kirchhoff,n.d.,γρCPr,
Eur. Or. 1156,τι,τοι,Charles Willink,1986,MnS1s,
Eur. Or. 1165,-ώσωμεν,ἀνταναλώσω μὲν,Willem Canter,1571,A et V2/3,
Eur. Or. 1169,-εν,ἔσχ᾽,Joshua Barnes,n.d.,GK1c,
Eur. Or. 1169,οὐ,del.,Porson,n.d.,Laur. 32.33 (Rf),
Eur. Or. 1181,νῦν,νυν,Porson,n.d.,Cantab. Nn. 3.14 (Zd),
Eur. Or. 1216,νῦν,νυν,Brunck,n.d.,Vat. gr. 51 (Zb),
Eur. Or. 1231,ἵκου,ἱκοῦ,Dindorf,n.d.,KAa,
Eur. Or. 1236,ἐπεβ-,συνεβούλευσα,Adolf Kirchhoff,n.d.,Aars,
Eur. Or. 1238,οὐκοῦν,οὔκουν,Brunck,n.d.,Prc,
Eur. Or. 1257,ἐξεύρηι,ἐξάρη,Henrik van Herwerden,n.d.,Rem. 1306 (Pr),
Eur. Or. 1272,θῆρας,θήρας,Weil,n.d.,VaCRXTt3,
Eur. Or. 1281-2,νῦν,νυν,Joshua Barnes,n.d.,Tt3Zc,
Eur. Or. 1297n,Ἠλ.,ἡμ.,Hermann,n.d.,Ambros. L 39 sup. (G),
Eur. Or. 1299n,ἡμ.,Ἠλ.,Hermann,n.d.,XaZd,
Eur. Or. 1300,φίλοισι,φίλοις,Charles Willink,1986,Cremon. 130 (Cr),
Eur. Or. 1340,ἀλλ',ἄγ',Weil,n.d.,P.Oxy. XI 1370,α̣γ'
Eur. Or. 1360,τὰς … τὰς,τὰ … τὰ,Weil,n.d.,Mc,
Eur. Or. 1380,ἔσθ᾽/ἔστ᾽,ἔστιν,Joshua Barnes,n.d.,GKTt3 et Σmbc,
Eur. Or. 1394,habent,del.,Adolf Kirchhoff,n.d.,P.Oxy. LIII 3717,
Eur. Or. 1398,-σι,ξίφεσιν,Porson,n.d.,Monac. gr. 560 (Mn),
Eur. Or. 1424a,τὴν,τὰν,Brunck,n.d.,Salam. 31 (S),
Eur. Or. 1448a,ἐκλήισε,ἔκλησεν,Charles Willink,1986,Zd2γρ,
Eur. Or. 1448b,-αις,στέγας,Charles Willink,1986,Cremon. 130 (Cr),
Eur. Or. 1448b,ἐν,del.,Charles Willink,1986,Ambros. C 44 sup. (Aa),
Eur. Or. 1459a,δίνασεν,δίνησεν,Frederick H. M. Blaydes,n.d.,Vat. gr. 1824 (Zv),
Eur. Or. 1461,ἀντίοι,-ίον,Frederick H. M. Blaydes,n.d.,B3s et CrXa,
Eur. Or. 1462,κατθανῆι κατθανῆι,κατθανῆ,F. H. Bothe,1803,Palat. gr. 98 (Va),
Eur. Or. 1473,δῆτ',δ' ἦτ',F. H. Bothe,1825,F2AtRf,
Eur. Or. 1479,-ε,ἦλθεν,F. H. Bothe,1803,OZ,
Eur. Or. 1501,ἀνασχ-,ἀνσχόμενος,F. H. Bothe,1803,Athous Dion. 334 (Ad),
Eur. Or. 1539n,ἡμ.,del.,Adolf Kirchhoff,n.d.,OCZ,
Eur. Or. 1541n,ἡμ.,del.,Adolf Kirchhoff,n.d.,MZ,
Eur. Or. 1549n,Χο.,del.,Adolf Kirchhoff,n.d.,PrZ,
Eur. Or. 1629,Ἑλένην,-η,Brunck,n.d.,JSaZm,
Eur. Or. 1656,-τῶι,αὐτὸν,F. A. Paley,n.d.,V2/3s,
Eur. Or. arg. 19,-ην,ὀρέστη(ι),Brunck,n.d.,BOAGZc,
Eur. Or. arg. 21,-ῆσαι,συνοικίσαι,Brunck,n.d.,RfSa,
Eur. Or. arg. 34,καὶ κ. ὑπὸ μ.,ὑπὸ μανίας καὶ κείμενος,Nauck,n.d.,Laur. Conv. Soppr. 66 (K),
Eur. Or. arg. 38,om.,οὕτω,Wecklein,n.d.,Athous Dion. 334 (Ad),
Eur. Ph. 21,-χεῖον,βακχείαν,Hans von Arnim,1882,Marc. gr. 468 (F),
Eur. Ph. 26,-σον,μέσων,Reiske,1754,P.Oxy. XLVII 3321 etc.,p. 9
Eur. Ph. 52,habent,del.,Bergk,1835,P.Oxy. XLVII 3322,ZfA col. 965
Eur. Ph. 61,εἰς,ε̣ς,Valckenaer,1755,P.Oxy. XLVII 3322,
Eur. Ph. 76,-ην,πολυνείκη,Elmsley,1812,Athous Vatop. 671 (At),"QuRev ('that noble contempt, which men of cultivated understandings so frequently feel for literary and scientific pursuits different from their own')"
Eur. Ph. 86–7,βροτὸν τὸν,βροτῶν τ.,Valckenaer,1755,Ambros. F 74 sup. (Ab),coll. Rh. 106
Eur. Ph. 103,νῦν,νυν,F. H. Bothe,1823,Vat. gr. 51 (Zb),
Eur. Ph. 115,-νέοις,λαϊνέοισιν,F. H. Bothe,1803,Σ Thom. S. Ai. 596,
Eur. Ph. 134 schol.,εἰμὶ,εἶμι,Bentley,1693,Taur. B IV 13,
Eur. Ph. 136,-τας,αὐτοκασιγνήτᾳ,Reiske,1754,P.Lond.Lit. 75,p. 9
Eur. Ph. 188,Ἀμυμωνίοις,τ᾽ ἀμυμ-,F. A. Paley,1879,RfP2,
Eur. Ph. 207,-θην,κατενάσθη,Styan Thirlby,1726,Athous Dion. 334 (Ad),ad 237 ap. King
Eur. Ph. 226,ἰὼ,ω,Willem Canter,1571,P.Oxy. IX 1177,
Eur. Ph. 228,-είων κτλ.,βακχεῖον,Adolf Kirchhoff,1855,Vindob. phil. gr. 119 (Rw),
Eur. Ph. 252,σχῆμα,σῆμα,Friedrich Heimsoeth,1865,G et Aaγρ,p. 256
Eur. Ph. 297,ἀναπ-,ἀμπέτασον,August Seidler,1812,Vat. gr. 909 (V),p. 253
Eur. Ph. 308-9,χαίτας,-ταις,Jean Brodeau,1551,P.Vindob. inv. G 29769,ed. Hervag. tertia
Eur. Ph. 325,δ',τ',Gilbert Wakefield,1801,Laur. Conv. Soppr. 172 (P),Crit. Rev. (Wakefield on Porson)
Eur. Ph. 341,τάδε,τᾶιδε,Valckenaer,1755,manus Triclinii,
Eur. Ph. 361,δὲ τάρβους,δ᾽ ἐτάρβης᾽,Hermann,1840,Vindob. phil. gr. 119 (Rw),
Eur. Ph. 363,-εος,ἄστεως,L. Dindorf,1825,Favor. de exil. 7.2,
Eur. Ph. 378,-νες,τλήμονος,Markland,1758,manus Triclinii s.l.,apud Burton p. LXVII
Eur. Ph. 381,φῦναί,-σαί,Hermann,1840,fere FcRwZu,
Eur. Ph. 386,ταῦτ᾽,ταὔτ᾽,F. H. Bothe,1825,fere AS,
Eur. Ph. 403,τις δυστυχῆι,τι δυστυχῆις,Elmsley,1811,Σ anon.,Edinb. Rev.
Eur. Ph. 420,θηρσὶ,θηρσὶν,Valckenaer,1755,AC,
Eur. Ph. 436,habent,del.,Nauck,1871,P.Oxy. LX 4012,
Eur. Ph. 437,με καὶ σὲ,σ]ε κὰμε̣[ ,Elmsley,1821,P.Oxy. LX 4012,ad Soph. ΟΤ 376
Eur. Ph. 483,ἐμῶν,ἐμὸν,Grotius,1630,Arund. 540 (Za),
Eur. Ph. 487,αὖθις,αὖθις αὖ,Willem Canter,1571,TzZb,
Eur. Ph. 499,ταὐτὸ,ταὐτὸν,Elmsley,1813,Sa et Sext. Emp. hyp. Pyrrh. 1. 86,CJ
Eur. Ph. 548,ἀπονεῖμαι,-νέμων,Markland,1758,Paris. gr. 2712 (A),apud Burton p. LXVIII
Eur. Ph. 563/616,ὄψει,ο]ψη,Gilbert Murray,1909,P.Oxy. XLIV 3153,
Eur. Ph. 572,δή/δορός,διί,Adolf Kirchhoff,1855,Rw s.l. et Σs,
Eur. Ph. 578,ὑπεκδ-,ὑπερδράμηι,Willem Canter,1571,P et Aa,
Eur. Ph. 584,δυοῖν,δύο,Carl Conradt,1895,Escor. gr. X.1.13 (gE),NJPP p. 315
Eur. Ph. 596,-κας,βέβηκεν,Benjamin Heath,1762,P.Berol. inv. 17018 + 21218,
Eur. Ph. 600,κομπὸς κτλ.,κομψὸς,Markland,1822,γρΣv,CJ
Eur. Ph. 636,-ην,πολυνείκη,Elmsley,1812,Ambros. C 44 sup. (Aa),QuRev
Eur. Ph. 663,ὤλεσε(ν),ὄλεσε,Bergk,1836,Salam. 31 (S),ZfA
Eur. Ph. 701,-ῶι,πολλῶν,George Burges,1809,AdHl,
Eur. Ph. 714,μαχουμένους,-νοις,Porson,1799,O et Rf1c,
Eur. Ph. 778,habent,del.,Adolf Kirchhoff,1855,P.Mert. II 54,
Eur. Ph. 786,οὐκ ἐπὶ,οὐκέτι,F. A. Paley,1879,Vindob. phil. gr. 119 (Rw),
Eur. Ph. 793,τ',δ',Jacob Geel,1846,Cremon. 130 (Cr),
Eur. Ph. 800,habent,del.,Nauck,1857,P.Mert. II 54,
Eur. Ph. 833,ἕστακ',-ακεν,Hermann,1840,manus Triclinii,
Eur. Ph. 865,κληί-,κλήισας,Joshua Barnes,1694,Gs,
Eur. Ph. 873,ὑπεκδ-,ὑπερδραμούμενοι,A. J. Zakas,1891,RAa,
Eur. Ph. 907,νῦν,νυν,Porson,1799,TzZb,
Eur. Ph. 927,δή με,δῆτα,Wecklein,1881,ZbZc,
Eur. Ph. 1014,ἀπαλλάξω,-ξων,Scaliger,1694,Laur. 32.33 (Rf),apud Barnes
Eur. Ph. 1021,-γᾷ,ἁρπαγά,Samuel Musgrave,1778,Cremon. 130 (Cr),III suppl.
Eur. Ph. 1023a,μειξοπάρθενος,-πάρθενον,Valckenaer,1755,Ambros. C 44 sup. (Aa),haud male = 悪くない = Valckenaer
Eur. Ph. 1040,ἰαχά,ἀχά,Samuel Musgrave,1778,P.Oxy. II 224,αχαι
Eur. Ph. 1041,πόλεως,πόλεος,Samuel Musgrave,1778,P.Oxy. II 224,
Eur. Ph. 1043b,-αις,πυθίοις,Wecklein,1901,Cantab. Nn. 3.14 (Z),
Eur. Ph. 1065,ἐπέϲϲ-,ἐπέϲυτο,Samuel Musgrave,1778,AtMtZmZu,
Eur. Ph. 1077,τόδ',τοῦδ',Markland,1822,Laur. 32.33 (Rf),CJ
Eur. Ph. 1086,ἀργείων,αργειον,Théobald Fix,1843,P.Berol. inv. 11868,
Eur. Ph. 1086,σεσωσμ-,σεσωμενης,Wecklein,1881,P.Berol. inv. 11868,
Eur. Ph. 1104,-ίταις,νηίσταις,Robert Unger,1839,T.Vindob. inv. G HT 6,
Eur. Ph. 1130,σιδηρονώτοις,-του,Valckenaer,1755,T.Vindob. inv. G HT 6,
Eur. Ph. 1132,βίαι,βάθρων,Adolf Kirchhoff,1855,T.Vindob. inv. G HT 6,
Eur. Ph. 1147,τ',del.,Valckenaer,1755,VG,
Eur. Ph. 1149 schol.,-ϲτρέψαι,ἀναϲτέψαι,Joshua Barnes,1694,Vat. 909 (V),
Eur. Ph. 1170,δ' (prius),τ',Johannes Lenting,1821,F1c,p. 21
Eur. Ph. 1186,ἑλ-,εἱλίσσετ᾽,Benjamin Heath,1762,Cantab. Nn. 3.14 (Z),
Eur. Ph. 1194,τ' (prius),δ',Frederick H. M. Blaydes,1901,ZSa,
Eur. Ph. 1211,σεσωσμ-,σεσωμένους,Wecklein,1881,Ambros. C 44 sup. (Aa),
Eur. Ph. 1215,γε,τι,Porson,1799,Ambros. C 44 sup. (Aa),
Eur. Ph. 1223,δ᾽ ὑπῆρξ᾽,ὑπῆρξ᾽,E. Fraenkel,1963,Vat. Palat. gr. 343 (Vr),
Eur. Ph. 1226,-ῇς/-εῖς,ἀριστῆς,Dindorf,1830,Matrit. 4677 (Mt),
Eur. Ph. 1279,Antigonae,Iocastae,John Jackson,1941,Cantab. Nn. 3.14 (Z),CQ
Eur. Ph. 1322,κρέον ἔ. δ.,κρέων ἔ. δ.,Brunck,1780,Ambros. L 39 sup. (G),
Eur. Ph. 1338,-οις,ἄλλο,Valckenaer,1755,B3/4Sa,
Eur. Ph. 1344 nota,om.,Ἄγγ.,J. A. Hartung,1849,Cantab. Nn. 3.14 (Z),
Eur. Ph. 1363,-μαχοῦντ᾽,μονομάχου τ᾽,Johannes Pierson,1752,ΣRfγρ,
Eur. Ph. 1369,-ῶ,αἰτῶν,Willem Canter,1571,ZcZuc,
Eur. Ph. 1383,-θαίνοι,ἐξολισθάνοι,Porson,1799,RS,
Eur. Ph. 1384,-σχόντ',ὑπερσχὸν,Scaliger,1974,Marc. gr. 468 (F),CQ
Eur. Ph. 1388,ἐϲτάλαϲϲ',-λαζ',F. H. Bothe,1825,RWZ,
Eur. Ph. 1402,δ' (prius),τ',Valckenaer,1755,Athous Ivir. 209 (W),
Eur. Ph. 1424,κοὐ,καὶ,Denniston,1936,Escor. gr. X.1.13 (gE),CR ('and divided up the sovereignty')
Eur. Ph. 1425,-πους ὅσον/-που σὸς ὤν,οἰδίπου σ' ὅσον,Hermann,1840,B2Xd,
Eur. Ph. 1501,ἀνακαλέσομαι,ἀγκαλέσωμαι,Henrik van Herwerden,1903,Thessal. (Tp),Mnem. ('Modulatius est')
Eur. Ph. 1502,τάδε σώματα,τάδ᾽ αἵματα,Samuel Musgrave,1788,Wc,p. 230
Eur. Ph. 1508,πάτερ,del.,Hermann,1840,P.Strasb. inv. WG 307,
Eur. Ph. 1520–1,ἀεὶ,αἰεὶ,August Seidler,1812,Cremon. 130 (Cr),p. 337
Eur. Ph. 1522–3,-οισι(ν),λειβομένοισιν,F. H. Bothe,1803,P.Strasb. inv. WG 307,
Eur. Ph. 1522–3,ἰαχήσω,del.,George Burges,1807,P.Strasb. inv. WG 307,ad Tr. p. 144
Eur. Ph. 1524,-οῖσιν,σπαραγμοῖς,Johannes Gregoropulos,1503,WZ,
Eur. Ph. 1537–8,δ. δύστανον,δεμνίοις δύστανος,Valckenaer,1755,Laur. 32.2 (L),
Eur. Ph. 1562,γ',δ',John Jackson,1955,Laur. 32.33 (Rf),
Eur. Ph. 1608,δ',τ',Elmsley,1811–13,Laur. 32.33 (Rf),
Eur. Ph. 1626,δὲ,τε,Valckenaer,1755,Haun. 3549 (Zc),
Eur. Ph. 1682,λίπε,λεῖπε,Valckenaer,1755,OV,
Eur. Ph. 1694,γεραιᾶς,-ᾶι,Valckenaer,1755,Athous Vatop. 671 (At),-ᾶ At
Eur. Ph. 1710,χεῖρα,χέρα,Hermann,1816,manus Triclinii,p. 761
Eur. Ph. 1722,ἔχων,del.,Hermann,1816,P.Strasb. inv. WG 307,p. 762
Eur. Ph. 1723,-ᾶς,φυγὰς,Hermann,1816,RZ,p. 762
Eur. Ph. 1753,ὧι,ἐν ὧι,Scaliger,1974,Ambros. L 39 sup. (G),CQ
Eur. Ph. 1759,-ω,ἔγνων,Samuel Musgrave,1788,VG,p. 237
Eur. Ph. (a) 7,ὑπὸ,ὑπὲρ,Wecklein,1894,Cremon. 130 (Cr),
Eur. Ph. (a) 8,-ξάμ-,παραταξόμενος,G. H. Schaefer,1824,P.Oxy. XXXI 2544,apud Porson
Eur. Ph. (a) 10-11,ἐβούλετο,ἐβουλεύετο,Adolf Kirchhoff,1855,Marc. gr. 468 (F),
Eur. Ph. (a) 10-11,ἀπέσφαξε(ν),ἀποσφάξαι,Valckenaer,1755,PrRf,
Eur. Ph. (a) 20,λογοποιήσας,λόγον ποιήσας,F. H. Bothe,1825,Ambros. L 39 sup. (G),
Eur. Rh. 63,ἦν,η,Cobet,n.d.,P.Achm. 4,VL p. 593
Eur. Rh. 78,πῦρ αἴθειν/πυραίθειν,πύρ᾽ αἴθειν,Reiske,1753,P.Achm. 4,
Eur. Rh. 108,σὲ … τοὺς δὲ,σοὶ … τοῖς δὲ,Henri Estienne,1602,fere Chr. Pat. 2370,
Eur. Rh. 131,μετατιθ-,μεταθέμενος,Samuel Musgrave,1778,Haun. 417 (Hn),
Eur. Rh. 325,-ταις,κυνηγέτης,Elmsley,1813,Escor. gr. X.1.13 (gE),ad Heracl. 694
Eur. Rh. 398,-ων,πολεμίωι,F. H. Bothe,1826,Va1s,
Eur. Rh. 429,πορθμεύσων/-εύσας,-εῦσαι,Johannes Gregoropulos,1503,Harl. 5743 (Q),
Eur. Rh. 482,νῦν,νυν,Scaliger,1694,Athous Vatop. 36 (gV),apud Barnes
Eur. Rh. 685,ἴστω,ἵστω,Aemilius Portus,1599,Σl,
